待查list_name,最终判定,检索状态,检索到的公司名称,注册地址,注册时间,inactivate,检索网站地址
AMERICAN EAGLE TRADING INC,白名单/有效公司,检索成功,"AMERICAN EAGLE TRADING, INC.","9931 HARWIN DR STE 122, HOUSTON, TX, 77036-1634",30 Apr 1999,,https://opencorporates.com/companies/us_tx/0153364700
